954,0,12,6,2,0,68,0,8,0
1,1036,0,9,2,0,1,0,1,0
31,4,944,7,43,0,20,0,1,0
40,12,4,919,41,0,31,0,2,1
0,1,31,22,968,0,27,0,1,0
0,0,0,0,0,996,0,45,4,5
125,2,56,14,121,0,726,0,6,0
0,0,0,0,0,1,0,1041,1,7
0,0,1,2,2,0,1,1,1043,0
0,0,0,0,0,0,0,51,0,999
